id,pair_id,correct_label,similarity
231,693_1864,1,0.616667
232,693_1865,1,0.616667
233,693_1866,1,0.616667
234,693_1867,1,0.616667
235,693_1868,1,0.616667
236,101_1108,1,0.615385
237,455_1532,0,0.615385
238,825_1572,1,0.614679
239,271_1427,0,0.614458
240,626_1843,1,0.614035
241,1014_1884,1,0.614035
242,52_1436,1,0.613636
243,331_1467,1,0.612903
244,364_1491,1,0.612903
245,486_1633,1,0.612903
246,901_1656,1,0.612903
247,988_2074,1,0.612903
248,971_1482,0,0.6125
249,391_1475,1,0.61194
250,686_1814,1,0.61194
251,205_1356,1,0.611111
252,454_2060,0,0.610169
253,454_2061,0,0.610169
254,459_2060,0,0.610169
255,459_2061,0,0.610169
256,601_1522,1,0.610169
257,329_1720,0,0.609756
258,124_1454,1,0.609375
259,451_1588,1,0.609375
260,759_1172,1,0.609375
261,171_1241,0,0.608696
262,1061_1818,0,0.608696
263,261_1517,0,0.607843
264,966_1242,0,0.607595
265,477_1713,1,0.607143
266,901_1711,0,0.606557
267,658_1714,1,0.605263
268,26_1103,1,0.604167
269,454_1587,1,0.603175
270,459_1590,1,0.603175
271,600_1627,1,0.603175
272,61_1153,0,0.602941
273,171_1240,0,0.6
274,293_1170,0,0.6
275,378_1089,1,0.6
276,421_1385,1,0.6
277,451_2060,0,0.6
278,451_2061,0,0.6
279,468_1685,1,0.6
280,535_1598,0,0.6
281,535_1708,0,0.6
282,595_1597,0,0.6
283,595_1708,0,0.6
284,800_1244,1,0.6
285,977_2057,1,0.6
286,477_1712,0,0.596774
287,477_2008,0,0.596774
288,496_1656,0,0.596774
289,496_1962,0,0.596774
290,702_1947,1,0.596774
291,200_1318,1,0.596491
292,591_1774,1,0.596491
293,864_1585,1,0.596491
294,865_1512,1,0.596491
295,267_1426,0,0.595238
296,320_1558,1,0.59375
297,451_1590,0,0.59375
298,459_1588,0,0.59375
299,624_1670,0,0.593407
300,66_1154,0,0.592593
301,249_1262,1,0.591549
302,6_1273,1,0.590909
303,720_1894,0,0.590909
304,976_2058,1,0.590909
305,663_1752,0,0.590164
306,886_1669,1,0.590164
307,909_2004,1,0.589286
308,290_1426,0,0.588889
309,83_1151,0,0.588235
310,170_1330,1,0.588235
311,227_1162,0,0.588235
312,255_1343,1,0.588235
313,901_1962,0,0.587302
314,171_1242,1,0.586667
315,392_1224,0,0.586207
316,537_2130,1,0.586207
317,665_1720,0,0.586207
318,765_1720,0,0.586207
319,555_1325,0,0.585366
320,267_1429,0,0.585106
321,19_1293,1,0.584906
322,421_1291,0,0.584906
323,42_1893,1,0.583333
324,62_1159,1,0.583333
325,368_1548,1,0.583333
326,1041_1268,1,0.583333
327,65_1156,0,0.581818
328,199_1171,1,0.581818
329,239_1450,1,0.580645
330,480_1711,0,0.580645
331,973_1764,0,0.580247
332,739_1917,1,0.58
333,466_1684,1,0.57971
334,478_1713,0,0.578947
335,626_1842,0,0.578947
336,1019_1567,1,0.578947
337,183_1245,1,0.576923
338,380_2120,1,0.576923
339,98_1120,1,0.576271
340,135_1090,0,0.576271
341,471_1661,0,0.575342
342,802_1341,0,0.574468
343,562_1945,0,0.574074
344,670_1670,1,0.573034
345,177_1153,0,0.571429
346,309_1426,0,0.571429
347,916_2089,0,0.571429
348,918_2087,0,0.571429
349,1006_2135,1,0.569767
350,445_1712,1,0.569444
351,14_1140,0,0.568966
352,226_1527,1,0.568627
353,403_1760,0,0.567901
354,721_1894,0,0.567164
355,810_1616,1,0.567164
356,271_1429,0,0.56701
357,668_1314,1,0.566667
358,356_1942,1,0.566265
359,562_2031,0,0.566038
360,36_1281,1,0.565217
361,916_2088,0,0.564516
362,917_2087,0,0.564516
363,705_1854,1,0.564356
364,666_1720,0,0.56383
365,533_1961,1,0.563636
366,177_1241,0,0.56338
367,399_1502,1,0.5625
368,480_1656,0,0.5625
369,512_1746,1,0.5625
370,902_2074,0,0.5625
371,919_2090,0,0.5625
372,141_1435,1,0.560976
373,973_1482,0,0.560976
374,999_2095,1,0.560976
375,268_1431,0,0.56
376,270_1430,0,0.56
377,43_1894,1,0.559322
378,250_1959,1,0.559322
379,479_1532,0,0.558824
380,292_1469,1,0.558442
381,468_1684,0,0.558442
382,780_1187,0,0.558442
383,265_1198,1,0.55814
384,797_1341,0,0.55814
385,215_1085,1,0.557895
386,63_1128,0,0.557692
387,659_1751,0,0.557377
388,659_1753,0,0.557377
389,659_1754,0,0.557377
390,660_1751,0,0.557377
391,660_1752,0,0.557377
392,660_1753,0,0.557377
393,661_1751,0,0.557377
394,661_1752,0,0.557377
395,661_1754,0,0.557377
396,662_1752,0,0.557377
397,662_1753,0,0.557377
398,662_1754,0,0.557377
399,63_1156,0,0.555556
400,66_1141,0,0.555556
401,113_1151,0,0.555556
402,289_1423,1,0.555556
403,449_1990,1,0.555556
404,468_1686,0,0.555556
405,512_1675,0,0.555556
406,916_2092,0,0.555556
407,917_2090,0,0.555556
408,917_2092,0,0.555556
409,920_2088,0,0.555556
410,921_2087,0,0.555556
411,921_2088,0,0.555556
412,665_1715,1,0.554217
413,131_1285,1,0.554054
414,394_1516,1,0.553846
415,8_1243,1,0.553571
416,116_1156,0,0.553571
417,637_1816,1,0.553571
418,766_2126,0,0.553571
419,447_1989,1,0.553191
420,955_1391,1,0.552632
421,455_1519,0,0.552239
422,957_1510,1,0.552239
423,1032_1519,0,0.552239
424,1032_1531,0,0.552239
425,483_1713,0,0.551724
426,102_1217,1,0.55102
427,420_1406,1,0.55102
428,960_2009,1,0.55102
429,1017_2051,1,0.550725
430,401_1720,0,0.550562
431,349_1491,0,0.55
432,349_1633,0,0.55
433,548_1675,1,0.55
434,811_1303,1,0.55
435,1050_1326,1,0.55
436,61_1241,0,0.549296
437,171_1153,0,0.549296
438,290_1429,0,0.54902
439,481_1873,0,0.548387
440,482_1874,0,0.548387
441,757_1475,0,0.548387
442,863_1936,1,0.548387
443,471_1663,0,0.547945
444,481_1928,0,0.54717
445,484_1928,0,0.54717
446,794_1212,1,0.54717
447,73_1158,1,0.546875
448,460_1564,1,0.546875
449,917_2089,0,0.546875
450,918_2088,0,0.546875
451,1026_1090,1,0.546875
452,116_1141,0,0.545455
453,373_1256,1,0.545455
454,533_1791,0,0.545455
455,549_1677,1,0.545455
456,551_1676,1,0.545455
457,798_1318,0,0.545455
458,954_1827,1,0.545455
459,997_2121,0,0.545455
460,658_1715,0,0.544304
461,658_1716,0,0.544304
462,658_1723,0,0.544304
463,481_1713,0,0.54386
464,484_1713,0,0.54386
465,379_1615,1,0.542857
466,61_1240,0,0.541667
467,723_1881,0,0.541667
468,723_1882,0,0.541667
469,723_1883,1,0.541667
470,989_2104,1,0.541667
471,709_1968,1,0.540984
472,444_1636,0,0.540541
473,444_1661,0,0.540541
474,444_1662,0,0.540541
475,990_2153,1,0.54
476,478_1874,0,0.539683
477,480_1874,0,0.539683
478,481_1926,0,0.539683
479,483_1875,0,0.539683
480,484_2008,0,0.539683
481,663_1751,0,0.539683
482,663_1753,0,0.539683
483,663_1754,0,0.539683
484,431_1113,1,0.539474
485,143_2030,0,0.538462
486,196_1365,1,0.538462
487,786_1347,0,0.538462
488,66_1128,0,0.537037
489,482_1928,0,0.537037
490,496_1928,0,0.537037
491,965_2016,1,0.536232
492,1077_1473,1,0.536232
493,63_1134,0,0.535714
494,647_2115,1,0.535714
495,765_1723,1,0.535714
496,767_1249,0,0.535714
497,1015_2141,1,0.535714
498,31_1123,1,0.535211
499,482_1713,0,0.534483
500,764_1912,1,0.534483
501,218_1368,1,0.534247
502,391_1596,0,0.534091
503,309_1429,0,0.533981
504,100_1100,1,0.533333
505,471_1636,0,0.533333
506,471_1662,0,0.533333
507,217_1456,1,0.532258
508,192_1220,1,0.53125
509,412_1727,1,0.53125
510,478_1873,0,0.53125
511,480_1873,0,0.53125
512,481_1962,0,0.53125
513,482_1926,0,0.53125
514,824_1097,1,0.53125
515,916_2090,0,0.53125
516,920_2087,0,0.53125
517,442_1575,1,0.530864
518,17_1576,0,0.530612
519,454_1590,0,0.530303
520,459_1587,0,0.530303
521,396_1270,1,0.528571
522,789_1709,1,0.528571
523,959_1095,1,0.528571
524,424_1831,1,0.528302
525,30_1125,1,0.527778
526,63_1154,0,0.527273
527,65_1128,0,0.527273
528,116_1128,0,0.527273
529,477_1928,0,0.527273
530,478_1928,0,0.527273
531,480_1928,0,0.527273
532,483_1928,0,0.527273
533,901_1928,0,0.527273
534,83_1133,0,0.526316
535,285_1203,1,0.526316
536,891_1622,1,0.526316
537,269_1427,0,0.525773
538,966_1241,0,0.525641
539,1003_1187,0,0.525641
540,324_1421,1,0.525424
541,480_1713,0,0.525424
542,748_1809,1,0.525424
543,432_1240,0,0.52439
544,195_1192,0,0.52381
545,1042_2105,1,0.523256
546,428_1542,1,0.523077
547,480_1926,0,0.523077
548,482_1962,0,0.523077
549,920_2092,0,0.523077
550,921_2090,0,0.523077
551,971_1760,0,0.522727
552,451_1587,0,0.522388
553,454_1588,0,0.522388
554,863_1558,0,0.522388
555,892_1583,1,0.522388
556,613_1162,0,0.521739
557,620_1945,1,0.521739
558,858_2094,1,0.521739
559,975_2058,0,0.521739
560,1000_1720,0,0.520833
561,742_2103,1,0.520548
562,410_1177,1,0.52
563,1033_1579,1,0.519231
564,966_1240,0,0.518987
565,734_1969,1,0.518519
566,65_1141,0,0.517857
567,338_1264,0,0.517857
568,549_1676,0,0.517857
569,551_1677,0,0.517857
570,788_1225,1,0.517857
571,238_1085,0,0.517544
572,43_1893,0,0.517241
573,66_1134,0,0.517241
574,440_1661,1,0.517241
575,441_1636,1,0.517241
576,628_1554,1,0.516854
577,772_1913,1,0.515625
578,1036_2160,1,0.515625
579,143_1255,1,0.515152
580,364_1490,0,0.515152
581,364_1633,0,0.515152
582,478_1962,0,0.515152
583,486_1490,0,0.515152
584,486_1491,0,0.515152
585,918_2090,0,0.515152
586,918_2092,0,0.515152
587,920_2089,0,0.515152
588,921_2089,0,0.515152
589,988_2042,0,0.515152
590,30_1123,0,0.513889
591,686_1711,0,0.513889
592,910_2055,1,0.513889
593,332_1468,1,0.513514
594,446_1655,1,0.513514
595,614_1811,1,0.513514
596,1005_1578,1,0.513514
597,534_1714,0,0.5125
598,534_1715,0,0.5125
599,534_1716,0,0.5125
600,534_1723,0,0.5125
601,539_1565,1,0.5125
602,432_1241,0,0.512195
603,959_1175,0,0.511905
604,443_1662,1,0.511364
605,627_1553,1,0.511364
606,629_1555,1,0.511364
607,45_1276,1,0.511111
608,797_1318,0,0.511111
609,670_1668,0,0.51087
610,1012_1720,0,0.510417
611,269_1426,0,0.51
612,421_1357,0,0.509434
613,421_1539,0,0.509434
614,498_2139,0,0.509434
615,802_1209,0,0.509434
616,94_1179,1,0.508475
617,352_1515,0,0.508475
618,496_1713,0,0.508475
619,533_1844,0,0.508475
620,533_1845,0,0.508475
621,533_1948,0,0.508475
622,885_1935,1,0.508475
623,306_2054,0,0.508197
624,626_1945,0,0.508197
625,774_1890,1,0.508197
626,775_1889,1,0.508197
627,775_1890,0,0.508197
628,902_2073,0,0.508197
629,73_1159,0,0.507937
630,597_1666,1,0.507246
631,31_1125,0,0.506849
632,392_1344,1,0.506849
633,445_1926,0,0.506667
634,445_2008,0,0.506667
635,1071_1465,1,0.506667
636,405_1710,1,0.506329
637,1006_1446,0,0.505747
638,23_1144,1,0.5
639,38_1476,0,0.5
640,42_1894,0,0.5
641,88_1134,0,0.5
642,97_1170,1,0.5
643,116_1154,0,0.5
644,164_1317,1,0.5
645,185_1357,1,0.5
646,204_1357,0,0.5
647,220_1367,1,0.5
648,277_1387,1,0.5
649,293_1171,0,0.5
650,293_1314,0,0.5
651,299_1506,0,0.5
652,343_1500,1,0.5
653,371_1557,1,0.5
654,385_1520,1,0.5
655,479_1531,0,0.5
656,482_1875,0,0.5
657,484_1873,0,0.5
658,512_1747,0,0.5
659,626_2031,0,0.5
660,665_1714,0,0.5
661,665_1716,0,0.5
662,665_1723,0,0.5
663,736_1857,1,0.5
664,765_1716,0,0.5
665,783_1372,0,0.5
666,901_1713,0,0.5
667,915_2087,0,0.5
668,915_2088,0,0.5
669,916_2086,0,0.5
670,917_2086,0,0.5
671,980_2139,1,0.5
672,985_2121,1,0.5
673,994_1737,0,0.5
674,44_1428,0,0.495868
675,750_1714,0,0.494253
676,750_1715,0,0.494253
677,750_1716,0,0.494253
678,750_1723,0,0.494253
679,543_1888,1,0.493976
680,464_1793,1,0.493827
681,552_1954,1,0.493827
682,555_1204,0,0.493827
683,966_1153,0,0.493671
684,723_1894,0,0.493506
685,466_1685,0,0.493151
686,492_1818,1,0.493151
687,88_1153,1,0.492958
688,596_1688,1,0.492958
689,903_2042,1,0.492537
690,915_2090,0,0.492537
691,915_2092,0,0.492537
692,920_2086,0,0.492537
693,921_2086,0,0.492537
694,478_1875,0,0.492308
695,480_1875,0,0.492308
696,481_1655,0,0.492308
697,481_1712,0,0.492308
698,481_2008,0,0.492308
699,483_1874,0,0.492308
700,484_1655,0,0.492308
701,484_1712,0,0.492308
702,484_1926,0,0.492308
703,135_1083,0,0.492063
704,408_1106,1,0.492063
705,545_1798,1,0.491803
706,546_1799,1,0.491803
707,547_1841,1,0.491803
708,591_1816,0,0.491803
709,10_1261,1,0.490909
710,60_1098,1,0.490566
711,694_1854,0,0.490566
712,699_1854,0,0.490566
713,906_2048,1,0.490385
714,447_2104,0,0.489796
715,594_1162,0,0.489796
716,706_1815,1,0.489796
717,798_1209,0,0.489796
718,57_1188,0,0.489362
719,281_1720,0,0.48913
720,797_1148,0,0.488889
721,798_1148,0,0.488889
722,956_1995,1,0.488372
723,126_1211,1,0.488095
724,80_1231,1,0.487805
725,177_1242,0,0.4875
726,384_2109,1,0.4875
727,772_1650,0,0.486842
728,773_1879,1,0.486111
729,615_1720,0,0.485981
730,616_1720,0,0.485981
731,644_1720,0,0.485981
732,645_1720,0,0.485981
733,858_1666,0,0.485714
734,1080_1104,1,0.485714
735,24_2126,0,0.485294
736,466_1686,0,0.485294
737,915_2089,0,0.485294
738,918_2086,0,0.485294
739,95_1180,1,0.484848
740,482_1655,0,0.484848
741,482_1712,0,0.484848
742,482_2008,0,0.484848
743,483_1873,0,0.484848
744,484_1962,0,0.484848
745,1029_1082,1,0.484375
746,88_1141,0,0.483871
747,476_2127,1,0.483871
748,774_1889,0,0.483871
749,903_2073,0,0.483871
750,65_1134,0,0.483333
751,20_1122,0,0.482759
752,21_1122,1,0.482759
753,765_1714,0,0.482759
754,765_1715,0,0.482759
755,766_2129,1,0.482143
756,329_1714,0,0.481928
757,329_1715,0,0.481928
758,329_1716,0,0.481928
759,329_1723,0,0.481928
760,754_1980,1,0.481928
761,469_1685,0,0.481481
762,525_1594,1,0.481481
763,528_1820,1,0.480519
764,737_1967,1,0.480519
765,880_2158,1,0.480519
766,882_2159,1,0.480519
767,132_1257,1,0.48
768,413_1262,0,0.48
769,447_2153,0,0.48
770,686_1656,0,0.48
771,686_1962,0,0.48
772,989_1989,0,0.48
773,166_1114,1,0.479167
774,435_1170,0,0.479167
775,289_1108,0,0.478873
776,597_2094,0,0.478873
777,1077_1608,0,0.478723
778,124_1160,1,0.478261
779,135_1082,0,0.478261
780,168_1241,1,0.478261
781,359_1247,1,0.478261
782,62_1158,0,0.477612
783,116_1153,0,0.477612
784,478_1655,0,0.477612
785,480_1655,0,0.477612
786,480_1712,0,0.477612
787,480_2008,0,0.477612
788,483_1655,0,0.477612
789,1026_1091,0,0.477612
790,357_1942,0,0.477273
791,320_1936,0,0.476923
792,743_1854,0,0.475728
793,672_1758,1,0.47561
794,79_1528,0,0.47541
795,84_1282,1,0.47541
796,199_1314,0,0.47541
797,382_1547,1,0.47541
798,717_1881,0,0.47541
799,717_1882,0,0.47541
800,717_1883,0,0.47541
801,61_1242,0,0.475
802,1020_1571,0,0.475
803,242_1162,0,0.474576
804,521_1620,0,0.474359
805,950_2074,0,0.474359
806,173_1440,0,0.474227
807,360_1128,0,0.473684
808,902_1624,0,0.473684
809,944_2110,1,0.473684
810,968_1917,0,0.473684
811,1064_1576,0,0.473118
812,257_1383,0,0.472973
813,266_1695,0,0.472973
814,596_1689,0,0.472222
815,785_1892,1,0.472222
816,910_2016,0,0.472222
817,928_2016,0,0.472222
818,89_1131,1,0.471698
819,979_2131,1,0.471698
820,1060_1369,0,0.471698
821,535_1714,0,0.471264
822,535_1715,0,0.471264
823,535_1716,0,0.471264
824,535_1723,0,0.471264
825,595_1714,0,0.471264
826,595_1715,0,0.471264
827,595_1716,0,0.471264
828,595_1723,0,0.471264
829,332_1467,0,0.470588
830,405_1634,0,0.470588
831,483_1962,0,0.470588
832,845_1900,1,0.470588
833,904_1623,0,0.470588
834,989_2153,0,0.470588
835,994_1331,0,0.470588
836,671_1759,1,0.46988
837,293_2045,0,0.469388
838,61_1128,1,0.46875
839,88_1156,0,0.46875
840,952_1269,1,0.46875
841,675_2065,1,0.468354
842,1019_1571,0,0.468354
843,33_1259,0,0.468085
844,634_2106,1,0.468085
845,88_1128,0,0.467742
846,339_1411,1,0.467742
847,633_1647,1,0.467742
848,761_1583,0,0.467742
849,864_1512,0,0.467742
850,865_1585,0,0.467742
851,578_2074,0,0.467532
852,676_1916,1,0.467532
853,678_1921,1,0.467532
854,683_1974,1,0.467532
855,684_1975,1,0.467532
856,685_1982,1,0.467532
857,966_1770,1,0.467532
858,43_1881,0,0.466667
859,43_1882,0,0.466667
860,43_1883,0,0.466667
861,113_1150,0,0.466667
862,440_1636,0,0.466667
863,440_1662,0,0.466667
864,441_1661,0,0.466667
865,441_1662,0,0.466667
866,523_1619,1,0.466667
867,763_1150,0,0.466667
868,959_1084,0,0.465753
869,34_1280,1,0.465517
870,275_1481,1,0.465517
871,338_1265,0,0.465517
872,360_1141,0,0.465517
873,417_1246,1,0.464912
874,96_2047,0,0.464286
875,127_1111,1,0.464286
876,210_1563,1,0.464286
877,432_1153,0,0.464286
878,524_1682,1,0.463415
879,992_1683,1,0.463415
880,247_1296,1,0.463158
881,13_1140,1,0.462963
882,352_1287,1,0.462963
883,637_1732,0,0.462963
884,1008_1506,0,0.462963
885,358_1514,1,0.462687
886,496_1655,0,0.462687
887,688_1928,1,0.462687
888,980_1963,0,0.462687
889,780_1331,0,0.4625
890,1003_1737,0,0.4625
891,443_1636,0,0.461538
892,443_1661,0,0.461538
893,481_1814,0,0.461538
894,484_1814,0,0.461538
895,627_1555,0,0.461538
896,629_1553,0,0.461538
897,688_1656,0,0.461538
898,688_1962,0,0.461538
899,990_1989,0,0.461538
900,990_2104,0,0.461538
901,534_1720,0,0.460674
902,658_1597,0,0.460674
903,658_1598,0,0.460674
904,658_1708,0,0.460674
905,256_1950,0,0.460526
906,688_1814,0,0.460526
907,58_1189,0,0.460317
908,836_2033,1,0.45977
909,842_1818,0,0.459459
910,252_1162,0,0.459016
911,282_1265,0,0.459016
912,408_1107,0,0.459016
913,513_2006,0,0.459016
914,809_1146,0,0.459016
915,403_1449,0,0.458824
916,67_1398,1,0.458333
917,122_1210,1,0.458333
918,206_1348,1,0.457944
919,168_1128,0,0.457627
920,217_1455,0,0.457627
921,274_1445,1,0.457627
922,355_1358,1,0.457627
923,782_1366,0,0.457627
924,990_1990,0,0.457627
925,368_1549,0,0.457143
926,781_1192,0,0.457143
927,78_1430,0,0.45679
928,298_1506,1,0.45614
929,300_1506,0,0.45614
930,402_1324,1,0.45614
931,901_1655,0,0.455882
932,928_2056,1,0.455696
933,950_2042,0,0.455696
934,165_1153,0,0.455556
935,33_1116,0,0.454545
936,33_1117,0,0.454545
937,63_1153,0,0.454545
938,101_1423,0,0.454545
939,313_1568,0,0.454545
940,313_1569,0,0.454545
941,481_1711,0,0.454545
942,482_1814,0,0.454545
943,484_1711,0,0.454545
944,496_1874,0,0.454545
945,496_1875,0,0.454545
946,611_1803,1,0.454545
947,646_1804,1,0.454545
948,688_1711,0,0.454545
949,695_1970,1,0.454545
950,720_1862,0,0.454545
951,855_1470,0,0.454545
952,1000_2157,1,0.454545
953,520_1620,1,0.453488
954,974_1482,0,0.453488
955,974_1764,0,0.453488
956,928_2055,0,0.453333
957,965_2055,0,0.453333
958,465_1658,1,0.453125
959,720_1880,0,0.453125
960,902_1735,0,0.453125
961,902_1736,0,0.453125
962,988_1736,0,0.453125
963,111_1179,0,0.45283
964,666_1714,0,0.452632
965,666_1715,0,0.452632
966,666_1716,0,0.452632
967,666_1723,0,0.452632
968,354_1287,0,0.452381
969,671_1758,0,0.452381
970,204_1385,0,0.451613
971,204_1539,0,0.451613
972,718_1881,0,0.451613
973,718_1882,0,0.451613
974,718_1883,0,0.451613
975,984_2023,1,0.451613
976,155_1322,1,0.45122
977,781_1521,0,0.45122
978,449_1989,0,0.45098
979,449_2104,0,0.45098
980,947_2073,1,0.450704
981,432_1242,0,0.450549
982,168_1141,0,0.45
983,360_1154,0,0.45
984,360_1156,0,0.45
985,637_1774,0,0.45
986,690_1864,0,0.45
987,690_1865,0,0.45
988,690_1866,0,0.45
989,690_1867,0,0.45
990,690_1868,0,0.45
991,738_1971,1,0.45
992,873_1207,0,0.45
993,963_2047,1,0.45
994,401_1714,0,0.449438
995,401_1715,0,0.449438
996,401_1716,0,0.449438
997,401_1723,0,0.449438
998,647_2116,0,0.449438
999,411_1727,1,0.449275
1000,904_2073,0,0.449275
1001,1038_1816,0,0.449275
1002,4_1277,1,0.44898
