id,pair_id,correct_label,similarity
306,129_294,0,0.461538
307,294_383,0,0.461538
308,319_390,0,0.461538
309,368_435,0,0.461538
310,283_422,0,0.461538
311,129_445,0,0.461538
312,361_445,0,0.461538
313,129_479,0,0.461538
314,361_479,0,0.461538
315,534_536,0,0.461538
316,534_553,0,0.461538
317,534_772,0,0.461538
318,536_544,0,0.461538
319,544_553,0,0.461538
320,544_772,0,0.461538
321,536_545,0,0.461538
322,545_772,0,0.461538
323,576_586,0,0.461538
324,586_602,0,0.461538
325,751_752,0,0.461538
326,751_757,0,0.461538
327,542_766,0,0.461538
328,536_779,0,0.461538
329,553_779,0,0.461538
330,772_779,0,0.461538
331,536_780,0,0.461538
332,553_780,0,0.461538
333,772_780,0,0.461538
334,180_817,0,0.461538
335,19_20,1,0.454545
336,59_345,0,0.454545
337,61_63,0,0.454545
338,47_83,0,0.454545
339,83_480,0,0.454545
340,59_85,0,0.454545
341,85_345,0,0.454545
342,47_89,0,0.454545
343,61_89,0,0.454545
344,63_89,0,0.454545
345,83_89,0,0.454545
346,89_480,0,0.454545
347,97_480,0,0.454545
348,101_327,0,0.454545
349,61_115,0,0.454545
350,115_325,0,0.454545
351,149_150,1,0.454545
352,187_189,0,0.454545
353,189_607,0,0.454545
354,194_195,1,0.454545
355,244_271,0,0.454545
356,293_354,0,0.454545
357,293_441,0,0.454545
358,61_302,0,0.454545
359,89_302,0,0.454545
360,302_470,0,0.454545
361,61_325,0,0.454545
362,284_325,0,0.454545
363,325_456,0,0.454545
364,354_423,0,0.454545
365,423_427,0,0.454545
366,423_441,0,0.454545
367,61_425,0,0.454545
368,115_425,0,0.454545
369,325_425,0,0.454545
370,293_427,0,0.454545
371,327_427,0,0.454545
372,354_427,0,0.454545
373,427_441,0,0.454545
374,439_456,0,0.454545
375,354_441,0,0.454545
376,63_470,0,0.454545
377,47_480,0,0.454545
378,546_557,0,0.454545
379,199_564,0,0.454545
380,212_568,0,0.454545
381,568_855,0,0.454545
382,208_598,0,0.454545
383,561_610,0,0.454545
384,593_624,0,0.454545
385,624_629,0,0.454545
386,593_629,0,0.454545
387,608_631,0,0.454545
388,726_740,0,0.454545
389,740_756,0,0.454545
390,740_761,0,0.454545
391,726_761,0,0.454545
392,756_761,0,0.454545
393,486_796,0,0.454545
394,486_809,0,0.454545
395,796_809,0,0.454545
396,840_842,0,0.454545
397,834_844,0,0.454545
398,212_855,0,0.454545
399,305_311,0,0.45
400,288_377,0,0.45
401,377_408,0,0.45
402,288_381,0,0.45
403,381_408,0,0.45
404,25_230,0,0.444444
405,25_270,0,0.444444
406,91_364,0,0.444444
407,160_812,0,0.444444
408,282_363,0,0.444444
409,95_338,0,0.444444
410,53_348,0,0.444444
411,332_373,0,0.444444
412,394_411,0,0.444444
413,364_402,0,0.444444
414,359_405,0,0.444444
415,399_405,0,0.444444
416,296_407,0,0.444444
417,407_437,0,0.444444
418,363_409,0,0.444444
419,350_465,0,0.444444
420,512_517,0,0.444444
421,512_529,0,0.444444
422,134_773,0,0.444444
423,52_76,0,0.4375
424,52_82,0,0.4375
425,66_68,0,0.4375
426,68_70,0,0.4375
427,78_82,0,0.4375
428,78_729,0,0.4375
429,44_128,0,0.4375
430,66_128,0,0.4375
431,70_128,0,0.4375
432,175_178,0,0.4375
433,256_265,0,0.4375
434,317_318,0,0.4375
435,49_414,0,0.4375
436,287_430,0,0.4375
437,339_430,0,0.4375
438,412_430,0,0.4375
439,417_430,0,0.4375
440,500_501,0,0.4375
441,531_768,0,0.4375
442,131_538,0,0.4375
443,132_538,0,0.4375
444,534_538,0,0.4375
445,138_540,0,0.4375
446,551_768,0,0.4375
447,131_555,0,0.4375
448,132_555,0,0.4375
449,534_555,0,0.4375
450,137_556,0,0.4375
451,534_556,0,0.4375
452,545_556,0,0.4375
453,763_770,0,0.4375
454,768_770,0,0.4375
455,44_361,0,0.428571
456,44_383,0,0.428571
457,48_60,0,0.428571
458,60_86,0,0.428571
459,60_90,0,0.428571
460,60_709,0,0.428571
461,65_383,0,0.428571
462,76_388,0,0.428571
463,79_82,0,0.428571
464,82_102,0,0.428571
465,82_379,0,0.428571
466,88_102,0,0.428571
467,99_127,0,0.428571
468,127_709,0,0.428571
469,131_133,0,0.428571
470,131_137,0,0.428571
471,131_544,0,0.428571
472,132_133,0,0.428571
473,132_137,0,0.428571
474,132_544,0,0.428571
475,132_545,0,0.428571
476,133_137,0,0.428571
477,133_534,0,0.428571
478,133_544,0,0.428571
479,133_545,0,0.428571
480,137_544,0,0.428571
481,138_536,0,0.428571
482,138_553,0,0.428571
483,138_772,0,0.428571
484,141_536,0,0.428571
485,141_553,0,0.428571
486,141_772,0,0.428571
487,142_536,0,0.428571
488,142_553,0,0.428571
489,142_772,0,0.428571
490,174_790,0,0.428571
491,237_240,0,0.428571
492,285_294,0,0.428571
493,69_305,0,0.428571
494,308_421,0,0.428571
495,105_336,0,0.428571
496,334_344,0,0.428571
497,377_381,0,0.428571
498,344_422,0,0.428571
499,285_445,0,0.428571
500,294_445,0,0.428571
501,283_468,0,0.428571
502,285_479,0,0.428571
503,294_479,0,0.428571
504,445_479,0,0.428571
505,534_544,0,0.428571
506,544_545,0,0.428571
507,547_549,0,0.428571
508,586_636,0,0.428571
509,98_714,0,0.428571
510,50_717,0,0.428571
511,724_731,0,0.428571
512,398_729,0,0.428571
513,62_744,0,0.428571
514,62_747,0,0.428571
515,121_759,0,0.428571
516,553_763,0,0.428571
517,763_772,0,0.428571
518,530_764,0,0.428571
519,549_767,0,0.428571
520,536_768,0,0.428571
521,768_772,0,0.428571
522,536_771,0,0.428571
523,553_771,0,0.428571
524,771_772,0,0.428571
525,536_776,0,0.428571
526,553_776,0,0.428571
527,772_776,0,0.428571
528,131_779,0,0.428571
529,132_779,0,0.428571
530,133_779,0,0.428571
531,137_779,0,0.428571
532,534_779,0,0.428571
533,544_779,0,0.428571
534,545_779,0,0.428571
535,131_780,0,0.428571
536,132_780,0,0.428571
537,137_780,0,0.428571
538,544_780,0,0.428571
539,545_780,0,0.428571
540,779_780,0,0.428571
541,69_430,0,0.421053
542,84_100,0,0.421053
543,100_128,0,0.421053
544,282_288,0,0.421053
545,288_409,0,0.421053
546,313_315,0,0.421053
547,315_316,0,0.421053
548,322_411,0,0.421053
549,337_485,0,0.421053
550,347_407,0,0.421053
551,347_437,0,0.421053
552,348_407,0,0.421053
553,332_366,0,0.421053
554,363_372,0,0.421053
555,385_407,0,0.421053
556,385_434,0,0.421053
557,400_431,0,0.421053
558,363_408,0,0.421053
559,296_451,0,0.421053
560,405_451,0,0.421053
561,437_451,0,0.421053
562,296_465,0,0.421053
563,434_474,0,0.421053
564,556_773,0,0.421053
565,9_255,0,0.416667
566,43_455,0,0.416667
567,62_63,0,0.416667
568,62_89,0,0.416667
569,62_302,0,0.416667
570,61_64,0,0.416667
571,64_89,0,0.416667
572,64_470,0,0.416667
573,47_73,0,0.416667
574,73_83,0,0.416667
575,73_89,0,0.416667
576,73_325,0,0.416667
577,73_480,0,0.416667
578,75_101,0,0.416667
579,75_327,0,0.416667
580,79_101,0,0.416667
581,79_427,0,0.416667
582,98_480,0,0.416667
583,116_737,0,0.416667
584,47_121,0,0.416667
585,83_121,0,0.416667
586,89_121,0,0.416667
587,121_480,0,0.416667
588,122_740,0,0.416667
589,129_455,0,0.416667
590,187_193,0,0.416667
591,189_193,0,0.416667
592,209_598,0,0.416667
593,187_213,0,0.416667
594,189_213,0,0.416667
595,213_568,0,0.416667
596,229_255,0,0.416667
597,264_273,0,0.416667
598,255_274,0,0.416667
599,47_289,0,0.416667
600,83_289,0,0.416667
601,89_289,0,0.416667
602,289_480,0,0.416667
603,101_309,0,0.416667
604,309_327,0,0.416667
605,47_310,0,0.416667
606,59_310,0,0.416667
607,83_310,0,0.416667
608,85_310,0,0.416667
609,310_345,0,0.416667
610,326_441,0,0.416667
611,326_455,0,0.416667
612,63_328,0,0.416667
613,298_328,0,0.416667
614,302_328,0,0.416667
615,328_470,0,0.416667
616,61_340,0,0.416667
617,115_340,0,0.416667
618,325_340,0,0.416667
619,340_425,0,0.416667
620,361_455,0,0.416667
621,63_374,0,0.416667
622,115_374,0,0.416667
623,302_374,0,0.416667
624,374_441,0,0.416667
625,374_470,0,0.416667
626,45_378,0,0.416667
627,293_378,0,0.416667
628,378_423,0,0.416667
629,378_455,0,0.416667
630,327_379,0,0.416667
631,293_382,0,0.416667
632,382_423,0,0.416667
633,382_455,0,0.416667
634,383_455,0,0.416667
635,59_384,0,0.416667
636,85_384,0,0.416667
637,345_384,0,0.416667
638,101_388,0,0.416667
639,327_388,0,0.416667
640,354_390,0,0.416667
641,390_427,0,0.416667
642,390_441,0,0.416667
643,59_392,0,0.416667
644,85_392,0,0.416667
645,345_392,0,0.416667
646,61_393,0,0.416667
647,115_393,0,0.416667
648,325_393,0,0.416667
649,393_425,0,0.416667
650,293_396,0,0.416667
651,354_396,0,0.416667
652,396_423,0,0.416667
653,396_427,0,0.416667
654,396_441,0,0.416667
655,293_397,0,0.416667
656,397_423,0,0.416667
657,397_455,0,0.416667
658,59_398,0,0.416667
659,85_398,0,0.416667
660,89_398,0,0.416667
661,345_398,0,0.416667
662,103_401,0,0.416667
663,401_455,0,0.416667
664,61_413,0,0.416667
665,115_413,0,0.416667
666,325_413,0,0.416667
667,413_425,0,0.416667
668,47_415,0,0.416667
669,83_415,0,0.416667
670,89_415,0,0.416667
671,97_415,0,0.416667
672,63_429,0,0.416667
673,302_429,0,0.416667
674,429_470,0,0.416667
675,47_432,0,0.416667
676,83_432,0,0.416667
677,89_432,0,0.416667
678,432_480,0,0.416667
679,435_455,0,0.416667
680,47_438,0,0.416667
681,83_438,0,0.416667
682,89_438,0,0.416667
683,438_480,0,0.416667
684,63_449,0,0.416667
685,97_449,0,0.416667
686,302_449,0,0.416667
687,449_470,0,0.416667
688,449_480,0,0.416667
689,47_453,0,0.416667
690,83_453,0,0.416667
691,89_453,0,0.416667
692,453_480,0,0.416667
693,439_463,0,0.416667
694,456_463,0,0.416667
695,47_473,0,0.416667
696,61_473,0,0.416667
697,115_473,0,0.416667
698,325_473,0,0.416667
699,425_473,0,0.416667
700,47_481,0,0.416667
701,83_481,0,0.416667
702,89_481,0,0.416667
703,480_481,0,0.416667
704,143_539,0,0.416667
705,530_542,0,0.416667
706,143_550,0,0.416667
707,532_550,0,0.416667
708,204_570,0,0.416667
709,584_613,0,0.416667
710,584_832,0,0.416667
711,585_626,0,0.416667
712,588_599,0,0.416667
713,588_634,0,0.416667
714,568_631,0,0.416667
715,199_637,0,0.416667
716,564_637,0,0.416667
717,212_639,0,0.416667
718,639_828,0,0.416667
719,726_741,0,0.416667
720,741_756,0,0.416667
721,741_761,0,0.416667
722,737_749,0,0.416667
723,737_760,0,0.416667
724,546_769,0,0.416667
725,557_769,0,0.416667
726,781_793,0,0.416667
727,52_78,0,0.411765
728,53_341,0,0.411765
729,75_77,0,0.411765
730,119_412,0,0.411765
731,125_126,1,0.411765
732,68_128,0,0.411765
733,299_416,0,0.411765
734,318_462,0,0.411765
735,331_357,0,0.411765
736,349_350,0,0.411765
737,358_436,0,0.411765
738,308_414,0,0.411765
739,350_416,0,0.411765
740,350_483,0,0.411765
741,416_483,0,0.411765
742,531_770,0,0.411765
743,538_768,0,0.411765
744,134_540,0,0.411765
745,531_551,0,0.411765
746,551_770,0,0.411765
747,555_768,0,0.411765
748,138_556,0,0.411765
749,142_556,0,0.411765
750,131_765,0,0.411765
751,132_765,0,0.411765
752,133_765,0,0.411765
753,534_765,0,0.411765
754,765_780,0,0.411765
755,534_773,0,0.411765
756,13_38,0,0.4
757,31_38,0,0.4
758,44_48,0,0.4
759,44_90,0,0.4
760,44_294,0,0.4
761,52_309,0,0.4
762,65_67,0,0.4
763,60_66,0,0.4
764,68_415,0,0.4
765,60_70,0,0.4
766,60_74,0,0.4
767,74_86,0,0.4
768,76_86,0,0.4
769,76_733,0,0.4
770,77_402,0,0.4
771,78_388,0,0.4
772,80_82,0,0.4
773,82_86,0,0.4
774,58_84,0,0.4
775,80_88,0,0.4
776,134_536,0,0.4
777,134_553,0,0.4
778,134_772,0,0.4
779,131_138,0,0.4
780,132_138,0,0.4
781,133_138,0,0.4
782,138_544,0,0.4
783,138_779,0,0.4
784,138_780,0,0.4
785,131_141,0,0.4
786,132_141,0,0.4
787,133_141,0,0.4
788,137_141,0,0.4
789,141_534,0,0.4
790,141_545,0,0.4
791,141_779,0,0.4
792,141_780,0,0.4
793,131_142,0,0.4
794,132_142,0,0.4
795,133_142,0,0.4
796,137_142,0,0.4
797,142_534,0,0.4
798,142_545,0,0.4
799,142_779,0,0.4
800,142_780,0,0.4
801,149_153,0,0.4
802,145_159,0,0.4
803,188_601,0,0.4
804,188_214,0,0.4
805,211_214,0,0.4
806,211_215,0,0.4
807,40_236,0,0.4
808,38_239,0,0.4
809,287_464,0,0.4
810,288_372,0,0.4
811,288_408,0,0.4
812,295_306,0,0.4
813,295_330,0,0.4
814,295_450,0,0.4
815,297_378,0,0.4
816,313_324,0,0.4
817,316_324,0,0.4
818,316_330,0,0.4
819,316_366,0,0.4
820,324_366,0,0.4
821,324_394,0,0.4
822,337_370,0,0.4
823,281_339,0,0.4
824,339_464,0,0.4
825,355_477,0,0.4
826,105_356,0,0.4
827,281_356,0,0.4
828,63_363,0,0.4
829,302_363,0,0.4
830,326_375,0,0.4
831,375_378,0,0.4
832,375_383,0,0.4
833,282_381,0,0.4
834,381_409,0,0.4
835,385_474,0,0.4
836,344_391,0,0.4
837,391_422,0,0.4
838,374_406,0,0.4
839,336_412,0,0.4
840,412_464,0,0.4
841,281_417,0,0.4
842,417_464,0,0.4
843,418_435,0,0.4
844,382_436,0,0.4
845,397_436,0,0.4
846,330_450,0,0.4
847,333_462,0,0.4
848,422_468,0,0.4
849,57_471,0,0.4
850,363_472,0,0.4
851,43_478,0,0.4
852,129_478,0,0.4
853,378_478,0,0.4
854,383_478,0,0.4
855,531_536,0,0.4
856,531_553,0,0.4
857,531_772,0,0.4
858,536_540,0,0.4
859,540_553,0,0.4
860,540_772,0,0.4
861,536_551,0,0.4
862,551_553,0,0.4
863,551_772,0,0.4
864,188_560,0,0.4
865,214_560,0,0.4
866,560_565,0,0.4
867,560_615,0,0.4
868,561_608,0,0.4
869,561_615,0,0.4
870,563_601,0,0.4
871,563_617,0,0.4
872,563_628,0,0.4
873,188_565,0,0.4
874,214_565,0,0.4
875,565_572,0,0.4
876,565_615,0,0.4
877,198_566,0,0.4
878,188_572,0,0.4
879,214_572,0,0.4
880,573_638,0,0.4
881,582_620,0,0.4
882,198_612,0,0.4
883,566_612,0,0.4
884,188_615,0,0.4
885,214_615,0,0.4
886,572_615,0,0.4
887,188_616,0,0.4
888,211_617,0,0.4
889,214_617,0,0.4
890,215_617,0,0.4
891,601_617,0,0.4
892,586_623,0,0.4
893,601_628,0,0.4
894,617_628,0,0.4
895,206_630,0,0.4
896,576_636,0,0.4
897,602_636,0,0.4
898,60_729,0,0.4
899,131_763,0,0.4
900,132_763,0,0.4
901,133_763,0,0.4
902,534_763,0,0.4
903,544_763,0,0.4
904,545_763,0,0.4
905,763_779,0,0.4
906,763_780,0,0.4
907,542_764,0,0.4
908,133_768,0,0.4
909,137_768,0,0.4
910,544_768,0,0.4
911,768_779,0,0.4
912,768_780,0,0.4
913,553_770,0,0.4
914,770_772,0,0.4
915,131_771,0,0.4
916,132_771,0,0.4
917,133_771,0,0.4
918,137_771,0,0.4
919,534_771,0,0.4
920,544_771,0,0.4
921,545_771,0,0.4
922,771_779,0,0.4
923,771_780,0,0.4
924,131_776,0,0.4
925,132_776,0,0.4
926,133_776,0,0.4
927,137_776,0,0.4
928,534_776,0,0.4
929,544_776,0,0.4
930,545_776,0,0.4
931,776_779,0,0.4
932,776_780,0,0.4
933,77_281,0,0.388889
934,91_349,0,0.388889
935,48_100,0,0.388889
936,90_100,0,0.388889
937,100_709,0,0.388889
938,292_483,0,0.388889
939,296_341,0,0.388889
940,296_349,0,0.388889
941,296_416,0,0.388889
942,296_483,0,0.388889
943,315_411,0,0.388889
944,350_353,0,0.388889
945,299_359,0,0.388889
946,349_359,0,0.388889
947,359_416,0,0.388889
948,299_364,0,0.388889
949,349_364,0,0.388889
950,370_485,0,0.388889
951,373_426,0,0.388889
952,376_426,0,0.388889
953,350_389,0,0.388889
954,389_416,0,0.388889
955,350_399,0,0.388889
956,350_405,0,0.388889
957,405_460,0,0.388889
958,349_407,0,0.388889
959,407_483,0,0.388889
960,84_420,0,0.388889
961,411_433,0,0.388889
962,426_433,0,0.388889
963,299_434,0,0.388889
964,350_437,0,0.388889
965,437_460,0,0.388889
966,287_454,0,0.388889
967,531_538,0,0.388889
968,538_551,0,0.388889
969,538_552,0,0.388889
970,538_770,0,0.388889
971,531_555,0,0.388889
972,551_555,0,0.388889
973,552_555,0,0.388889
974,555_770,0,0.388889
975,540_556,0,0.388889
976,138_765,0,0.388889
977,141_765,0,0.388889
978,142_765,0,0.388889
979,765_768,0,0.388889
980,765_771,0,0.388889
981,142_773,0,0.388889
982,768_773,0,0.388889
983,14_15,1,0.384615
984,43_129,0,0.384615
985,43_378,0,0.384615
986,43_382,0,0.384615
987,43_397,0,0.384615
988,43_401,0,0.384615
989,43_435,0,0.384615
990,43_481,0,0.384615
991,46_98,0,0.384615
992,46_102,0,0.384615
993,46_104,0,0.384615
994,46_378,0,0.384615
995,46_715,0,0.384615
996,48_83,0,0.384615
997,48_89,0,0.384615
998,48_480,0,0.384615
999,45_51,0,0.384615
1000,57_83,0,0.384615
1001,60_85,0,0.384615
1002,60_345,0,0.384615
1003,62_98,0,0.384615
1004,62_102,0,0.384615
1005,62_116,0,0.384615
1006,62_715,0,0.384615
1007,62_749,0,0.384615
1008,62_760,0,0.384615
1009,64_98,0,0.384615
1010,64_102,0,0.384615
1011,64_116,0,0.384615
1012,64_328,0,0.384615
1013,64_374,0,0.384615
1014,64_429,0,0.384615
1015,64_449,0,0.384615
1016,64_749,0,0.384615
1017,64_760,0,0.384615
1018,47_67,0,0.384615
1019,67_83,0,0.384615
1020,67_89,0,0.384615
1021,67_480,0,0.384615
1022,73_121,0,0.384615
1023,73_401,0,0.384615
1024,73_415,0,0.384615
1025,73_432,0,0.384615
1026,73_438,0,0.384615
1027,73_453,0,0.384615
1028,73_481,0,0.384615
1029,75_79,0,0.384615
1030,75_379,0,0.384615
1031,75_463,0,0.384615
1032,79_379,0,0.384615
1033,79_388,0,0.384615
1034,79_392,0,0.384615
1035,79_396,0,0.384615
1036,79_397,0,0.384615
1037,79_398,0,0.384615
1038,80_327,0,0.384615
1039,80_427,0,0.384615
1040,81_111,0,0.384615
1041,59_86,0,0.384615
1042,86_345,0,0.384615
1043,87_101,0,0.384615
1044,87_456,0,0.384615
1045,47_90,0,0.384615
1046,61_90,0,0.384615
1047,63_90,0,0.384615
1048,83_90,0,0.384615
1049,90_302,0,0.384615
1050,90_480,0,0.384615
1051,98_415,0,0.384615
1052,98_449,0,0.384615
1053,98_749,0,0.384615
1054,98_760,0,0.384615
1055,47_99,0,0.384615
1056,83_99,0,0.384615
1057,89_99,0,0.384615
1058,99_480,0,0.384615
1059,102_379,0,0.384615
1060,102_715,0,0.384615
1061,102_104,0,0.384615
1062,104_401,0,0.384615
1063,104_715,0,0.384615
1064,54_112,0,0.384615
1065,114_726,0,0.384615
1066,114_740,0,0.384615
1067,114_756,0,0.384615
1068,114_761,0,0.384615
1069,98_116,0,0.384615
1070,116_374,0,0.384615
1071,117_439,0,0.384615
1072,117_455,0,0.384615
1073,117_456,0,0.384615
1074,121_415,0,0.384615
1075,121_432,0,0.384615
1076,121_438,0,0.384615
1077,121_453,0,0.384615
1078,121_481,0,0.384615
1079,122_741,0,0.384615
1080,47_127,0,0.384615
1081,83_127,0,0.384615
1082,89_127,0,0.384615
1083,127_480,0,0.384615
1084,129_378,0,0.384615
1085,129_382,0,0.384615
1086,129_397,0,0.384615
1087,129_401,0,0.384615
1088,129_435,0,0.384615
1089,144_539,0,0.384615
